EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS
141	02:33:51	0	0.0050	0.9404843940614357
142	02:44:57	1	0.0050	0.9445975903838758
143	02:56:06	0	0.0050	0.9371414924345757
144	03:07:07	1	0.0050	0.9452953418960651
145	03:18:05	0	0.0050	0.9340651021082387
146	03:29:00	0	0.0050	0.925893039777012
147	03:40:03	0	0.0050	0.9209578886664763
148	03:51:11	1	0.0050	0.9253520704478957
149	04:02:14	0	0.0050	0.9206508587602567
150	04:13:15	0	0.0050	0.9205039296496663
151	04:24:06	0	0.0050	0.9178341041744362
152	04:35:07	0	0.0050	0.9162940356387469
153	04:46:11	0	0.0050	0.9113856486664943
154	04:57:26	0	0.0050	0.8994432478128462
155	05:08:31	1	0.0050	0.91675937548149
156	05:19:31	2	0.0050	0.9147914429219742
157	05:30:43	3	0.0050	0.9017722724654793
158	05:41:41	0	0.0050	0.8980239430993596
159	05:52:38	1	0.0050	0.9046313639647837
160	06:03:46	0	0.0050	0.8962676569469019
161	06:14:53	0	0.0050	0.8930138026927387
162	06:25:55	1	0.0050	0.8951805609491843
163	06:36:47	2	0.0050	0.8995290878740433
164	06:47:42	0	0.0050	0.8907332442107222
165	06:58:39	1	0.0050	0.9005050545368081
166	07:09:35	2	0.0050	0.8936847631200735
167	07:20:32	0	0.0050	0.8857918840075594
168	07:31:25	0	0.0050	0.8740779007054413
169	07:42:08	1	0.0050	0.8892986646406522
170	07:53:02	2	0.0050	0.8790130287189155
171	08:03:43	3	0.0050	0.8879120995095421
172	08:14:30	4	0.0050	0.8823524734855912
173	08:25:23	0	0.0025	0.8514794968604706
174	08:36:01	1	0.0025	0.8558484971544206
175	08:46:40	2	0.0025	0.8522991881365524
176	08:57:23	0	0.0025	0.844182268533007
177	09:08:04	0	0.0025	0.8416367360440083
178	09:18:41	1	0.0025	0.846959604468836
179	09:29:18	2	0.0025	0.8432435728282668
180	09:40:00	0	0.0025	0.8396223650015459
181	09:50:46	1	0.0025	0.8608808216190037
182	10:01:30	2	0.0025	0.8442173546429222
183	10:12:07	3	0.0025	0.8482702231147742
184	10:23:01	4	0.0025	0.8419668814222953
185	10:33:46	0	0.0013	0.8257699037861849
186	10:44:37	1	0.0013	0.8391956093019249
187	10:55:23	2	0.0013	0.8366873253433693
188	11:06:07	3	0.0013	0.8402577842399086
189	11:16:50	0	0.0013	0.8233503102000951
190	11:27:38	1	0.0013	0.8266197092786677
191	11:38:19	2	0.0013	0.837496922199414
192	11:48:51	3	0.0013	0.82979645165028
193	11:59:29	0	0.0013	0.8177853695088497
194	12:10:22	1	0.0013	0.8318438277239547
195	12:21:05	2	0.0013	0.8289613773965886
196	12:31:52	0	0.0013	0.8136125325570821
197	12:42:39	1	0.0013	0.819071592971625
198	12:53:10	2	0.0013	0.819477704919485
199	13:03:47	3	0.0013	0.8206005936632996
200	13:14:38	4	0.0013	0.8254480720110298
